10079	1052	73	1066	100	2
# Fall Drain
10078	400	73	416	100	1

#BRICK
20001	408	225	424	241	20

#GOOMBA
30001	5	14	21	29	10
30002	25	14	41	29	10
#die
30003	45	21	61	29	10
#die disappear
30004	458	869	474	885	70

#brick with question mark animation
#40001	300	117	316	133	20
#40002	318	117	334	133	20
#40003	336	117	352	133	20
#40004	355	117	370	133	20
40001	126	60	141	76	40
40002	143	60	158	76	40
40003	159	60	174	76	40
40004	176	60	191	76	40
40005	193	60	208	76	40

#Ground -TOP - Heigh: 15 WIDTH = 15
100001	9	10	26	25	40
100002	26	10	40	25	40
100003	42	10	57	25	40
#Ground - BOTTOM - Height:14 - total_height= 29
100004	9	27	26	41	40
100005	26	27	40	41	40
100006	42	27	57	41	40
#Bụi cây lớn đầu tiên
200001	138	1	153	17	30
200002	154	1	169	17	30
200003	137	18	153	34	30
200004	154	18	170	34	30
200005	137	35	153	51	30
200006	154	35	170	51	30
200007	137	52	153	68	30

#Bụi cây nhỏ
300001	222	205	238	221	30

#Hộp trắng
400001	1	1	18	18	30
400002	18	1	34	17	30
400003	35	1	51	17	30
400004	1	18	17	34	30
400005	18	18	34	34	30
400006	35	18	51	34	30
400007	1	35	17	51	30
400008	18	35	34	51	30
400009	35	35	51	51	30

#Hộp đỏ
500001	1	52	17	68	30
500002	18	52	34	68	30
500003	35	52	51	68	30
500004	1	69	17	85	30
500005	18	69	34	85	30
500006	35	69	51	85	30
500007	1	86	17	102	30
500008	18	86	34	102	30
500009	35	86	51	102	30
#Hộp xanh dương
600001	52	52	68	68	30
600002	69	52	85	68	30
600003	86	52	102	68	30
600004	52	69	68	85	30
600005	69	69	85	85	30
600006	86	69	102	85	30
600007	52	86	68	102	30
600008	69	86	85	102	30
600009	86	86	102	102	30

#Hộp xanh lá
700001	52	1	68	17	30
700002	69	1	85	17	30
700003	86	1	102	17	30
700004	52	18	68	34	30
700005	69	18	85	34	30
700006	86	18	102	34	30
700007	52	35	68	51	30
700008	69	35	85	51	30
700009	86	35	102	51	30

#Bóng hộp
800001	103	77	111	93	30
800002	103	86	111	102	30
800003	103	103	111	111	30
800004	77	103	85	111	30
800005	86	103	102	111	30

#Ống cống dọc
900001 	324	52	340	68	30
900002	341	52	357	68	30
900003	325	69	340	85	30
900004	341	69	356	85	30

#Mây 1
110001	328	257	360	280	50

#Mây 2
110002	120	273	168	296	50

#Mây 3
110003	728	305	792	328	50

#Gạch vằn
120001	324	171	340	187	30

# Gạch Bóng
130001	300	135	316	151	20
130002	318	135	334	151	20
130003	336	135	352	151	20
130004	354	135	370	151	20
130005	372	135	388	151	20

# Màn hình đen kết thúc
140001	2480	228	2815	415	50

#Koopas
#Green
#walk left
150001	205	191	221	217	60
150002	222	191	238	217	60
#walk right
150011	187	191	202	217	60
150012	170	191	185	217	60
#die
150021	239	202	255	218	60
#throw
150031	239	202	255	218	60
150032	256	202	272	218	60
150033	273	202	289	218	60
150034	290	202	306	218	60
#die disapper
150035	152	202	168	218	60

#Mario Fire Bullet
#Fire right
160001	238	552	250	564	0
160002	256	552	268	564	0
160003	256	572	268	584	0
160004	238	572	250	584	0
#Fire left
160011	196	552	208	564	0
160012	178	552	190	564	0
160013	178	572	190	584	0
160014	196	572	208	584	0

#Sky
170001	541	67	557	83	20
170002	559	67	575	83	20
170003	577	67	591	83	20

#Răng
180001	222	188	238	204	30

#Hub
190001	10	10	600	45	90

#Hub
1000001	3	3	155	31	80
1000002	3	33	11	40	80
1000003	163	3	235	31	80

#coin
1100001	303	99	313	115	20
1100002	322	99	330	115	20
1100003	341	99	347	115	20

#hud point
1200001	33	32	41	39	80
1200002	44	32	50	39	80
1200003	53	32	61	39	80
1200004	63	32	71	39	80
1200005	73	32	81	39	80
1200006	83	32	91	39	80
1200007	93	32	101	39	80
1200008	103	32	111	39	80
1200009	113	32	121	39	80
1200010	123	32	131	39	80


#Venus fire
#Venus Red
#LEFT
1300001	150	126	166	158	100
1300002	167	126	183	158	100
1300003	184	126	200	158	100
1300004	201	126	217	158	100
#Right
1300005	256	126	272	158	110
1300006	273	126	289	158	110
1300007	222	126	238	158	110
1300008	239	126	255	158	110
#Left-Low
1300009	150	126	166	158	100
#Left-High
1300010	184	126	200	158	100
#Right-Low
1300011	273	126	289	158	110
#Right-High
1300012	239	126	255	158	110

#Para goomba
1400001	11	288	27	297	120
1400002	32	281	48	297	120
1400003	53	281	69	297	120
1400004	72	278	92	297	120
1400005	93	278	113	297	120
1400006	278	869	298	888	70

#Para goomba
1500001	205	248	221	276	60
1500002	222	250	238	276	60
1500003	239	249	255	276	60
1500004	256	249	272	276	60
1500005	313	248	329	276	130
1500006	296	250	312	276	130
1500007	279	249	295	276	130
1500008	262	249	278	276	130

#Piranha
1600001	113	100	129	131	100
1600002	131	99	147	131	100

#Nấm Đỏ
1700001	171	120	187	136	30
#Lá
1700002	154	137	170	151	30

#Nền gạch hầm 
1800001	290	188	306	204	30
#Nền gạch hầm - Ống
1900001	161	378	175	393	40
1900002	177	378	190	393	40
1900003	193	378	206	393	40
1900004	209	378	224	393	40
#Background hầm
2000001	10	10	600	172	90
#Button
2100001	156	143	172	159	140
2100002	178	143	194	159	140
2100003	200	152	216	159	140

#EndMap-Special
2200001	4	4	252	173	150

#Endmap- răng cưa
2400001	508	176	596	345	150

#Special
#Ngôi sao
2500001	258	350	274	366	150
2500002	297	373	313	389	150
2500003	479	407	489	423	150
2500010	258	350	274	366	200

#Bông Hoa
2500004	278	350	294	366	150
2500005	441	386	457	502	150
2500006	478	379	488	395	150
2500020	278	350	294	366	200
Nấm
2500007	298	350	314	366	150
2500008	257	373	273	389	150
2500009	477	353	487	368	150
2500030	298	350	314	366	200

#Gạch vỡ
2600001	484	120	492	128	20

#Transparent
2700001	10	10	26	26	170

#Gạch trôi
2800001	352	166	400	182	180


# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]


# ==== MARIO =========
#idle BIG right
400	10001	100
#idle BIG left
401	10011	100
#idle small right
402	10021	100
#idle small left
403	10031	100
#idle SUPER BIG right
404	10041	100
#idle SUPER BIG left
405	10051	100

#walk right big
500	10001	100	10002	100	10003	100
#walk left big
501	10011	100	10012	100	10013	100
#walk right small
502	10021	100	10022	100	10023	100
#walk left small
503	10031	100	10032	100	10033	100
#walk SUPER BIG right
504	10041	100	10042	100	10043	100
#walk SUPER BIG left
505	10051	100	10052	100	10053	100

#sit right big
601	10004	100
#sit left big
602	10014	100
#sit right super big
603	10044	100	10045	100
#sit left super big
604	10054	100	10055	100

#hold right small
701	10024	100	10025	100
#hold left small
702	10034	100	10035	100
#hold right big
703	10005	100	10006	100	10007	100
#hold left big
704	10015	100	10016	100	10017	100
#hold right super big
705	10046	100	10047	100	10048	100
#hold left super big
706	10056	100	10057	100	10058	100

#hit right small
801	10026	1000	10021	100
#hit left small
802	10036	1000	10031	100
#hit right big
803	10008	1000	10001	100
#hit left big
804	10018	1000	10011	100
#hit right super big
805	10049	1000	10041	100
#hit left super big
806	10059	1000	10051	100

#hold idle small right
901	10024	100
#hold idle small left
902	10034	100
#hold idle big right
903	10005	100
#hold idle big left
904	10015	100
#hold idle super big right
905	10046	100
#hold idle super big left
906	10056	100

#Fly super big right
911	10400	100	10401	100	10402	100
#Fly super big left
912	10500	100	10501	100	10502	100

#Fall superbig right
913	10403	100
#Fall Superbig left
914	10503	100
#Restrain superbig right
915	10404	100	10405	100	10406	100
#Restrain superbig left
916	10504	100	10505	100	10506	100
#Ready Fly superbig right
917	10041	50	10042	50	10043	50
#Ready Fly superbig left
918	10051	50	10052	50	10053	50

# MARIO FIRE
#idle MARIO FIRE right
919	10061	100
#idle MARIO FIRE left
920	10071	100

#walk MARIO FIRE right
921	10061	100	10062	100	10063	100
#walk MARIO FIRE left
922	10071	100	10072	100	10073	100

#sit right MARIO FIRE
923	10064	100
#sit left MARIO FIRE
924	10074	100

#hold right MARIO FIRE
925	10065	100	10066	100	10067	100
#hold left super big
926	10075	100	10076	100	10077	100

#hit right MARIO FIRE
927	10068	1000
#hit left MARIO FIRE
928	10078	1000

#hold idle MARIO FIRE right
929	10065	100
#hold idle MARIO FIRE left
930	10075	100

#Fire MARIO FIRE right
931	10069	100
#Fire MARIO FIRE left
932	10079	100

#SUPER BIG MARIO swing attack right
933	10407	80	10408	80	10409	80	10410	80
#SUPER BIG MARIO swing attack left
934	10507	80	10508	80	10509	80	10510	80

#Fall Drain Mario
#Mario big
941	10019	100
#Mari small
942	10037	100
#Mario super big
943	10511	100
#Mario fire
944	10078	100

#die
599	10099	100

# ==== BRICK =========
61	20001	100

# ==== QUESTION MARK BRICK =========
62	40001	1000	40001	100	40002	100	40003	100	40004	100
63	40005	100


# ==== GOOMBA  =========
# walk
71	30001	100	30002	100
# die
72	30003	100
# die disappear
73	30004	100

# ==== Ground SMALL =====
1001	100001	100
1002	100002	100
1003	100003	100

# ==== GROUND BIG === (small+big)
1004	100004	100
1005	100005	100
1006	100006	100

# ==== Bụi cây lớn đầu tiên ===
2001	200001	100
2002	200002	100
2003	200003	100
2004	200004	100
2005	200005	100
2006	200006	100
2007	200007	100

# ==== Bụi cây nhỏ ===
3001	300001	100

# ==== Hộp trắng ===
4001	400001	100
4002	400002	100
4003	400003	100
4004	400004	100
4005	400005	100
4006	400006	100
4007	400007	100
4008	400008	100
4009	400009	100

# ==== Hộp đỏ ===
5001	500001	100
5002	500002	100
5003	500003	100
5004	500004	100
5005	500005	100
5006	500006	100
5007	500007	100
5008	500008	100
5009	500009	100

# ==== Hộp xanh dương ===
6001	600001	100
6002	600002	100
6003	600003	100
6004	600004	100
6005	600005	100
6006	600006	100
6007	600007	100
6008	600008	100
6009	600009	100

# ==== Hộp xanh lá ===
7001	700001	100
7002	700002	100
7003	700003	100
7004	700004	100
7005	700005	100
7006	700006	100
7007	700007	100
7008	700008	100
7009	700009	100

# === Bóng hộp ===
8001	800001	100
8002	800002	100
8003	800003	100
8004	800004	100
8005	800005	100

# Ống cống dọc
9001	900001	100
9002	900002	100
9003	900003	100
9004	900004	100

# Mây
1101	110001	100
1102	110002	100
1103	110003	100

# Gạch lẻ vằn
1201	120001	100

# Gạch bóng
1301	130001	2000	130002	100	130003	100	130004	100	130005	100

# Màn hình bóng đen kết thúc
1401	140001	100

# Koopas
# Green
#walk left
1501	150001	100	150002	100
#walk right
1502	150011	100	150012	100
#die
1503	150021	100
#throw
1504	150031	100	150032	100	150033	100	150034	100
#die disapper
1505	150035	100

#Mario Fire
# Fire right
1601	160001	100	160002	100	160003	100	160004	100
# Fire left
1602	160011	100	160012	100	160013	100	160014	100

#Sky
1701	170001	100
1702	170002	100
1703	170003	100
#Răng
1801	180001	100

#background-black
1901	190001	100

#hud
100001	1000001	100
100002	1000002	100
100003	1000003	100

#coin
110001	1100001	200	1100002	200	1100003	200

#hud point
120001	1200001	100
120002	1200002	100
120003	1200003	100
120004	1200004	100
120005	1200005	100
120006	1200006	100
120007	1200007	100
120008	1200008	100
120009	1200009	100
120010	1200010	100

#venus fire
130001	1300001	200	1300002	200
130002	1300003	200	1300004	200
130003	1300005	200	1300006	200
130004	1300007	200	1300008	200
130005	1300001	100
130006	1300003	100
130007	1300006	100
130008	1300008	100

#para goomba
140001	1400001	100
140002	1400002	100	1400003	100
140003	1400004	100	1400005	100
140004	1400006	100

#para koopa
150001	1500001	100	1500002	100	1500003	100	1500004	100
150002	1500005	100	1500006	100	1500007	100	1500008	100


#Pihanra
160001	1600001	200	1600002	200

#Bonus (Nấm đỏ-Lá)
170001	1700001	100
170002	1700002	100

#Nền gạch hầm
180001	1800001	100

#Nền gạch hầm ống
190001	1900001	100
190002	1900002	100
190003	1900003	100
190004	1900004	100

#background hầm
200001	2000001	100

#Button
210001	2100001	100	2100002	100
210002	2100003	100

#Endmap special
220001	2200001	100
#Endmap răng cưa
240001	2400001	100

#Special
#ngôi sao
250001	2500001	100
250002	2500002	100
250003	2500010	100
250004	2500004	100
250005	2500005	100
250006	2500020	100
250007	2500007	100
250008	2500008	100
250009	2500030	100

#Gạch vỡ
260001	2600001	100

#Transparent
270001	2700001	100

#Gạch trôi
280001	2800001	100

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	400	401	402	403	404	405	500	501	502	503	504	505	601	602	603	604	599	701	702	703	704	705	706	801	802	803	804	805	806	901	902	903	904	905	906	911	912	913	914	915	916	917	918	919	920	921	922	923	924	925	926	927	928	929	930	931	932	933	934	941	942	943	944

# BRICK 
2	61
# QUESTION MARK BRICK 
6	62	63
# GOOMBA
3	71	72	73
# GROUND
11	1001
12	1002
13	1003
14	1004
15	1005
16	1006
# Bụi cây lớn đầu tiên
21	2001
22	2002
23	2003
24	2004
25	2005
26	2006
27	2007
#Bụi cây nhỏ
31	3001

#Hộp trắng
41	4001
42	4002
43	4003
44	4004
45	4005
46	4006
47	4007
48	4008
49	4009

#Hộp đỏ
51	5001
52	5002
53	5003
54	5004
55	5005
56	5006
57	5007
58	5008
59	5009

#Hộp xanh dương
61	6001
62	6002
63	6003
64	6004
65	6005
66	6006
67	6007
68	6008
69	6009

#Hộp xanh lá
71	7001
72	7002
73	7003
74	7004
75	7005
76	7006
77	7007
78	7008
79	7009

#Bóng Hộp
81	8001
82	8002
83	8003
84	8004
85	8005

#Ống cống dọc
91	9001
92	9002
93	9003
94	9004

#Mây
111	1101
112	1102
113	1103

#Gạch lẻ vằn
121	1201

# Gạch bóng
131	1301	63

# Màn hình đen kết thúc
141	1401

# Koopas 
# Green
151	1501	1502	1503	1504	1505

#Mario Fire
161	1601	1602

#Sky
171	1701
172	1702
173	1703

#Răng
181	1801

#Black-background
191	1901

#Hub
10001	100001
#Hub-speedfly-enable
10002	100002
#Hud-status
10003	100003

#coin
11001	110001

#hud point
12001	120001	120002	120003	120004	120005	120006	120007	120008	120009	120010

#Venus fire
13001	130001	130002	130003	130004	130005	130006	130007	130008

#para goomba
14001	140001	140002	140003	140004

# Para Koopas 
# Green
15001	150001	150002	1501	1502	1503	1504	1505

#Pihanra
16001	160001	160002

#Bonus (Nấm đỏ - lá)
17001	170001	170002	

#Nền gạch hầm
18001	180001

#Nền gạch hầm ống
19001	190001
19002	190002
19003	190003
19004	190004

#Background hầm
20001	200001

#Button
21001	210001	210002

#BrickGlass
22001	1301	63

#Endmap special
23001	220001
#end map răng cưa
24001	240001

#Special
25001	250001	250002	250003
25002	250004	250005	250006
25003	250007	250008	250009

#Gạch vỡ 
26001	260001

#Transparent
27001	270001

#Gạch trôi
28001	280001
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Ground , 1 = Brick, 2 = Goomba, 3 = Koopa,4= Mario Fire, 5 = Box 
#	7 = hudBackground, 8=hudSpeed, 16 = coin, 17 = hud point, 18 = venus
#	19 = FireEnemy, 20 = Para goomba , 21 = Para Koopa, 22 = Pihanra
#	23 = BrickQuestionCoin, 24 = Brick question Bonus
# type: -1 = Background, -2 = Mario
# MARIO
-2	100.0	0	1
#special
32	2432	112	25001
32	2432	112	25002
32	2432	112	25003

# Bụi cây bắt đầu	
0	0	130	27001
0	16	130	27001
0	32	130	27001
0	48	130	27001
0	54	130	27001
0	60	130	27001
0	76	130	27001
0	92	130	27001
0	108	130	27001
0	124	130	27001
# Gạch(tính từ trái-phải và trên xuống)
# Nhóm 1
30	208	128	131
30	224	128	131
30	240	128	131
30	256	128	131
# Nhóm 2
30	368	112	131
30	384	112	131
30	400	112	131
30	416	112	131
30	432	112	131
# Nhóm 3
30	592	64	131
30	608	64	131
24	624	64	131
30	640	64	131
# Nhóm 4
30	624	144	131
30	640	144	131
# Nhóm 5
30	736	96	131
30	736	112	131
30	736	128	131
30	736	144	131
30	752	144	131
30	768	144	131
30	784	144	131
# Nhóm 6
30	848	112	131
30	848	128	131
30	848	144	131
30	848	160	131
30	864	160	131
30	880	160	131
# Nhóm 7
30	928	112	131
30	928	128	131
24	944	128	131
# Nhóm 8
30	944	176	131
30	960	176	131
30	976	176	131
30	992	176	131

# Nhóm 9
!
5	992	128	27001
5	1008	128	27001
5	1024	128	27001
5	1040	128	27001
5	1056	128	27001
!
37	992	129	131
30	1008	129	131
30	1024	129	131
30	1040	129	131
30	1056	129	131
# Nhóm 10
30	1136	160	131
30	1152	160	131
30	1168	160	131
30	1184	160	131
30	1200	160	131
# Nhóm 11
30	1168	80	131
30	1184	80	131
30	1200	80	131
30	1216	80	131
24	1216	64	131
# Nhóm 12
30	1248	144	131
30	1264	144	131
# Nhóm 13
30	1376	80	131
30	1392	80	131
30	1408	80	131
# Nhóm 14
30	1520	64	131
30	1520	80	131
# Nhóm 15
30	1520	144	131
30	1520	160	131
30	1520	176	131
30	1536	176	131
30	1552	176	131
30	1568	176	131
# Nhóm 16
30	1712	64	131
30	1712	80	131
30	1712	96	131
# Nhóm 17
30	1760	144	131
30	1776	144	131
30	1792	144	131
#phần kết thúc
0	1904	176	27001
0	1920	160	27001
0	1920	144	27001
#Ống
33	1920	128	27001
33	1920	112	27001
33	1936	128	27001
33	1936	112	27001
0	1921	128	93
0	1920	112	91
0	1936	128	94
0	1936	112	92
#khối
! 
5	1952	144	27001
5	1952	160	27001
5	1968	144	27001
5	1968	160	27001
5	1984	144	27001
5	1984	160	27001
!
#khối
0	2000	176	27001
0	2016	192	27001
0	2016	176	27001
0	2016	160	27001
0	2016	144	27001
0	2016	128	27001
0	2016	112	27001
0	2016	96	27001
0	2016	80	27001
0	2016	64	27001
0	2016	48	27001
0	2016	32	27001
0	2016	16	27001

0	2032	192	27001
0	2032	176	27001
0	2032	160	27001
0	2032	144	27001
0	2032	128	27001
0	2032	112	27001
0	2032	96	27001
0	2032	80	27001
0	2032	64	27001
0	2032	48	27001
0	2032	32	27001
0	2032	16	27001
#Endmap
0	2048	192	27001
0	2064	192	27001
0	2080	192	27001
0	2096	192	27001
0	2112	192	27001
0	2128	192	27001
0	2144	192	27001
0	2160	192	27001
0	2176	192	27001
0	2192	192	27001
#ống
0	2176	176	93
0	2192	176	94
0	2176	160	91
0	2192	160	92
#end ống
0	2208	192	27001
0	2224	192	27001
0	2240	192	27001
0	2256	192	27001
0	2272	192	27001
0	2288	192	27001
0	2304	192	27001
0	2320	192	27001
0	2336	192	27001
0	2352	192	27001
0	2368	192	27001
0	2384	192	27001
0	2400	192	27001
0	2416	192	27001
0	2432	192	27001
0	2448	192	27001
0	2464	192	27001
0	2480	192	27001
0	2496	192	27001
0	2512	192	27001
0	2528	192	27001
0	2544	192	27001
#Koopa
3	1960	100	151
3	1025	90	151
3	2064	150	151
36	1857	100	15001
#Gạch trôi (x-16 , y+10)
35	368	96	28001
35	544	128	28001
35	576	80	28001
35	608	176	28001
35	736	112	28001
35	1072	160	28001
35	1184	96	28001
35	1360	128	28001
35	1392	112	28001
35	1536	80	28001
35	1718	160	28001
35	1750	112	28001
35	1766	192	28001
#coin
16	321	80	11001
16	337	80	11001
16	353	80	11001

16	401	48	11001
16	417	48	11001
16	433	48	11001

16	753	80	11001
16	768	80	11001
16	785	80	11001

16	833	48	11001
16	849	48	11001
16	865	48	11001

16	1313	64	11001
16	1329	64	11001
16	1345	64	11001

16	1489	48	11001
16	1489	64	11001
16	1489	80	11001
16	1489	96	11001
16	1489	112	11001
16	1489	128	11001
16	1489	144	11001
16	1489	160	11001

16	1873	80	11001
16	1889	80	11001
16	1905	80	11001

# HUD need init after init MARIO
#background-black-hud
7	0	202	191

#Hud
7	30	207	10001
#Hud-speed-fly-enable
8	82	214	10002
8	90	214	10002
8	98	214	10002
8	106	214	10002
8	112	214	10002
8	120	214	10002
#Hud-speed-status
7	190	207	10003
#Hud-point 
17	170	214	12001
17	162	214	12001
#Hud-time
28	170	222	12001
28	162	222	12001
28	154	222	12001
#Hud-Score
29	130	222	12001
29	122	222	12001
29	114	222	12001
29	106	222	12001
29	98	222	12001
29	90	222	12001
29	82	222	12001

40	82	222	12001

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
#50	300	98	0	316	150	2
